DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-04-02 00:00:00,4.6,13510.0,15.0,4.4,43.0,845.0,4.2,8380.0,6101.0
2021-04-02 00:15:00,4.7,14878.0,14.6,4.3,43.0,845.0,5.3,15470.0,14218.0
2021-04-02 00:30:00,4.8,16054.0,13.9,4.2,43.0,845.0,6.6005178973918595,25434.0,22464.0
2021-04-02 00:45:00,5.0,17229.0,13.1,4.1,43.0,844.0,7.502445183677728,24938.0,23983.0
2021-04-02 01:00:00,5.1,18405.0,12.4,4.0,43.0,844.0,5.5,16740.0,14973.0
2021-04-02 01:15:00,5.3,19408.0,12.0,3.8,43.0,844.0,4.8,11139.0,10359.0
2021-04-02 01:30:00,5.5,20237.0,12.0,3.7,43.0,844.0,4.4,9255.0,7874.0
2021-04-02 01:45:00,5.6,21066.0,12.0,3.5,44.0,844.0,4.1,7106.0,5007.0
2021-04-02 02:00:00,5.8,21895.0,12.0,3.4,44.0,844.0,3.8,5322.0,4270.0
2021-04-02 02:15:00,5.9,22242.0,12.0,3.2,45.0,844.0,3.9,5863.0,4244.0
2021-04-02 02:30:00,5.9,22106.0,12.0,3.0,46.0,844.0,4.4,7383.0,5195.0
2021-04-02 02:45:00,6.0,21971.0,12.0,2.8,47.0,844.0,4.5,10142.0,7671.0
2021-04-02 03:00:00,6.0,21835.0,12.0,2.6,48.0,844.0,4.9,11930.0,11007.0
2021-04-02 03:15:00,6.0,21873.0,11.6,2.3,48.0,844.0,5.1,13126.0,10758.0
2021-04-02 03:30:00,6.1,22084.0,10.9,2.0,49.0,844.0,5.7,19950.0,17066.0
2021-04-02 03:45:00,6.1,22295.0,10.1,1.7,50.0,844.0,5.8,22351.0,20262.0
2021-04-02 04:00:00,6.2,22506.0,9.4,1.4,51.0,844.0,6.9,32304.0,29244.0
2021-04-02 04:15:00,6.2,23282.0,9.0,1.1,50.0,844.0,8.5,56056.0,50615.0
2021-04-02 04:30:00,6.3,24622.0,9.0,1.0,48.0,844.0,9.2,67490.0,63870.0
2021-04-02 04:45:00,6.4,25961.0,9.0,0.9,47.0,844.0,8.5,58008.0,55944.0
2021-04-02 05:00:00,6.5,27301.0,9.0,0.8,45.0,844.0,8.0,47456.0,45015.0
2021-04-02 05:15:00,6.6,28571.0,9.0,0.6,43.0,844.0,7.7,45187.0,43255.0
2021-04-02 05:30:00,6.7,29771.0,9.0,0.5,41.0,844.0,8.126054445217413,48184.0,43197.0
2021-04-02 05:45:00,6.9,30972.0,9.0,0.4,40.0,845.0,7.4102932480249,30780.0,27570.0
2021-04-02 06:00:00,7.0,32172.0,9.0,0.3,38.0,845.0,7.7,29333.0,26914.0
2021-04-02 06:15:00,7.2,33363.0,9.0,0.2,36.0,845.0,7.5,39749.0,37880.0
2021-04-02 06:30:00,7.3,34545.0,9.0,0.1,34.0,845.0,6.9,9554.0,31783.0
2021-04-02 06:45:00,7.4,35728.0,9.0,0.1,31.0,846.0,7.4,11422.0,34371.112246658995
2021-04-02 07:00:00,7.5,36910.0,9.0,0.0,29.0,846.0,8.0,14180.0,42065.20514480966
2021-04-02 07:15:00,7.6,38681.0,9.0,0.0,28.0,846.0,7.6,10262.0,36550.58299523049
2021-04-02 07:30:00,7.7,41041.0,9.0,0.0,27.0,846.0,7.5,24899.0,37569.0
2021-04-02 07:45:00,7.9,43401.0,9.0,0.1,27.0,846.0,6.3,24150.0,23154.0
2021-04-02 08:00:00,8.0,45761.0,9.0,0.1,26.0,846.0,5.8,18906.0,16840.0
2021-04-02 08:15:00,8.2,47231.0,9.0,0.3,26.0,846.0,5.9,20684.0,17691.0
2021-04-02 08:30:00,8.4,47810.0,9.0,0.7,26.0,846.0,6.4,27145.0,24009.0
2021-04-02 08:45:00,8.5,48390.0,9.0,1.1,27.0,847.0,7.4,36950.0,31689.0
2021-04-02 09:00:00,8.7,48969.0,9.0,1.5,27.0,847.0,8.2,32445.0,28685.0
2021-04-02 09:15:00,8.9,50310.0,9.0,1.9,27.0,847.0,7.9,7969.0,37328.21363636364
2021-04-02 09:30:00,9.1,52411.0,9.0,2.4,27.0,847.0,7.6,3541.0,36550.58299523049
2021-04-02 09:45:00,9.2,54512.0,9.0,2.8,27.0,847.0,8.4,704.0,46695.1335749329
2021-04-02 10:00:00,9.4,56613.0,9.0,3.3,27.0,847.0,9.9,752.0,52783.1261682243
2021-04-02 10:15:00,9.6,59259.0,9.0,3.7,27.0,847.0,10.2,793.0,61155.192277523645
2021-04-02 10:30:00,9.8,62448.0,9.0,4.2,27.0,847.0,9.7,2270.0,50719.32900432884
2021-04-02 10:45:00,10.0,65637.0,9.0,4.6,27.0,847.0,9.5,467.0,51215.6976744186
2021-04-02 11:00:00,10.2,68826.0,9.0,5.1,27.0,847.0,9.4,3332.0,57971.11200643629
2021-04-02 11:15:00,10.4,71568.0,9.0,5.5,28.0,847.0,9.8,629.0,59817.23995674257
2021-04-02 11:30:00,10.5,73865.0,9.0,5.8,29.0,847.0,9.1,1717.0,48761.411149825784
2021-04-02 11:45:00,10.7,76162.0,9.0,6.2,30.0,846.0,3.1806787448615803,2138.0,1275.0
2021-04-02 12:00:00,10.8,78459.0,9.0,6.5,31.0,846.0,2.7625095505514317,2214.0,1081.0
2021-04-02 12:15:00,11.0,80024.0,9.0,6.8,31.0,846.0,9.9,2223.0,52783.1261682243
2021-04-02 12:30:00,11.1,80857.0,9.0,7.1,31.0,846.0,10.7,2069.0,49456.6038961037
