DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2022-08-25 10:30:00,11.8,160963.0,89.0,24.0,34.0,857.0,8.263767828717782,,118251.0
2022-08-25 10:45:00,11.9,162618.0,90.0,24.5,33.0,857.0,9.542395129869613,,109767.0
2022-08-25 11:00:00,12.0,164273.0,91.0,24.9,32.0,857.0,9.279420267186506,,114446.0
2022-08-25 11:15:00,12.0,165774.0,93.0,25.3,31.0,857.0,9.031421937269888,,109543.0
2022-08-25 11:30:00,12.1,167122.0,94.0,25.8,30.0,857.0,9.371465754608465,,108850.0
2022-08-25 11:45:00,12.2,168471.0,95.0,26.2,29.0,856.0,8.959243414157996,,104704.0
2022-08-25 12:00:00,12.4,169819.0,96.0,26.7,28.0,856.0,8.157057741473315,,108349.0
2022-08-25 12:15:00,12.5,170741.0,97.0,27.1,27.0,856.0,8.354632180063241,,119700.0
2022-08-25 12:30:00,12.6,171237.0,97.0,27.4,26.0,856.0,8.734242720911377,,123516.0
2022-08-25 12:45:00,12.7,171732.0,98.0,27.8,25.0,855.0,8.510773641171026,,123345.0
2022-08-25 13:00:00,12.8,172228.0,98.0,28.1,24.0,855.0,8.230838393050991,,118219.0
2022-08-25 13:15:00,13.0,172429.0,99.0,28.4,23.0,855.0,8.092585889610131,,123025.0
2022-08-25 13:30:00,13.1,172334.0,99.0,28.6,22.0,855.0,8.278648930314937,,109213.0
2022-08-25 13:45:00,13.1,172239.0,100.0,28.9,22.0,854.0,9.344802105617473,,108839.0
2022-08-25 14:00:00,13.2,172144.0,100.0,29.1,21.0,854.0,9.372844002975993,,115213.0
2022-08-25 14:15:00,13.2,171931.0,100.0,29.3,21.0,854.0,7.6969321430689055,,107198.0
2022-08-25 14:30:00,13.1,171599.0,101.0,29.5,20.0,854.0,9.501952220588757,,106932.0
2022-08-25 14:45:00,13.1,171266.0,101.0,29.7,20.0,853.0,8.564448953137607,,112634.0
2022-08-25 15:00:00,13.0,170934.0,102.0,29.9,19.0,853.0,10.68164315579913,,115820.0
2022-08-25 15:15:00,13.0,170454.0,102.0,30.1,19.0,853.0,9.424392874929437,,111461.0
2022-08-25 15:30:00,12.9,169825.0,102.0,30.2,19.0,853.0,9.610119464354899,,123002.43126937503
2022-08-25 15:45:00,12.7,169196.0,101.0,30.3,18.0,852.0,9.442655349522362,,130703.52102667377
2022-08-25 16:00:00,12.6,168567.0,101.0,30.4,18.0,852.0,7.560969335654525,,107113.0
2022-08-25 16:15:00,12.6,168267.0,101.0,30.5,18.0,852.0,8.932646990699475,,118901.0
2022-08-25 16:30:00,12.7,168298.0,101.0,30.5,18.0,852.0,10.705361097613057,,115831.0
2022-08-25 16:45:00,12.8,168329.0,101.0,30.4,17.0,852.0,7.748118141154319,,107230.0
2022-08-25 17:00:00,12.9,168360.0,101.0,30.4,17.0,852.0,7.827669877990283,,104086.0
2022-08-25 17:15:00,12.9,168445.0,101.0,30.3,17.0,852.0,8.799980192183668,,100601.0
2022-08-25 17:30:00,13.0,168586.0,102.0,30.2,17.0,852.0,6.816678297578232,,90060.0
2022-08-25 17:45:00,13.1,168727.0,101.0,30.1,18.0,851.0,8.117571243044237,,122482.0
