DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-04-02 00:00:00,3.8,10329.0,29.0,15.5,89.0,999.0,3.2,3003.0,2501.0
2021-04-02 00:15:00,3.8,10856.0,29.0,15.5,89.0,999.0,2.9,2422.0,3350.0
2021-04-02 00:30:00,3.8,11671.0,28.0,15.4,89.0,999.0,3.0,2135.0,1161.0
2021-04-02 00:45:00,3.9,12485.0,27.0,15.4,90.0,999.0,2.9,1792.0,1965.0
2021-04-02 01:00:00,4.0,13300.0,27.0,15.3,90.0,999.0,2.5,704.0,983.0
2021-04-02 01:15:00,4.0,13783.0,27.0,15.3,90.0,999.0,3.28230980385214,-104.0,2539.7749366795924
2021-04-02 01:30:00,4.0,13935.0,25.0,15.2,90.0,999.0,2.4,-94.0,985.9351851851852
2021-04-02 01:45:00,4.0,14086.0,25.0,15.1,91.0,998.0,2.5,-92.0,1765.4071018423338
2021-04-02 02:00:00,3.9,14238.0,24.0,15.0,91.0,998.0,2.6,-89.0,1528.4289855072464
2021-04-02 02:15:00,3.9,14227.0,23.0,15.0,91.0,998.0,3.2,1711.0,3493.033527696793
2021-04-02 02:30:00,3.8,14053.0,20.0,14.9,91.0,998.0,2.9,1656.0,3037.0
2021-04-02 02:45:00,3.7,13879.0,16.0,14.9,92.0,998.0,2.5,317.0,849.0
2021-04-02 03:00:00,3.7,13705.0,13.0,14.8,92.0,998.0,2.7,241.0,3412.930061698708
2021-04-02 03:15:00,3.6,13361.0,13.0,14.8,92.0,998.0,2.1,-116.0,1016.6868171319195
2021-04-02 03:30:00,3.4,12847.0,15.0,14.8,92.0,998.0,3.28230980385214,-83.0,2539.7749366795924
2021-04-02 03:45:00,3.4,12332.0,19.0,14.7,93.0,998.0,2.1,-104.0,1016.6868171319195
2021-04-02 04:00:00,3.2,11818.0,22.0,14.7,93.0,998.0,3.28230980385214,-85.0,2539.7749366795924
2021-04-02 04:15:00,3.2,11246.0,24.0,14.7,93.0,998.0,2.1,-95.0,1016.6868171319195
2021-04-02 04:30:00,3.1,10616.0,22.0,14.7,93.0,998.0,1.7,-112.0,156.64446240994732
2021-04-02 04:45:00,3.2,10000.00044,20.0,14.6,94.0,999.0,3.8765739721067134,-96.0,7427.069181681345
2021-04-02 05:00:00,3.2,10000.0043,18.0,14.6,94.0,999.0,3.860543536988128,-134.0,7390.1379521125855
2021-04-02 05:15:00,3.0,10000.00393,17.0,14.6,94.0,999.0,3.8820580683314923,-83.0,7439.703549691709
2021-04-02 05:30:00,2.8,10000.00464,17.0,14.6,94.0,999.0,3.872777290104943,-105.0,7418.322311520322
2021-04-02 05:45:00,2.7,10000.00392,15.0,14.6,94.0,999.0,2.3,-89.0,1415.2048680310145
2021-04-02 06:00:00,2.5,10000.00073,14.0,14.6,94.0,999.0,3.8765739721067134,-96.0,7427.069181681345
2021-04-02 06:15:00,2.3,10000.0042,13.0,14.6,94.0,999.0,3.8736209972164466,-103.0,7420.266060444992
2021-04-02 06:30:00,2.2,10000.00452,13.0,14.6,94.0,999.0,2.6,192.0,1528.4289855072464
2021-04-02 06:45:00,2.0,10000.00474,15.0,14.7,93.0,1000.0,2.5,17.0,1765.4071018423338
2021-04-02 07:00:00,1.9,10051.0,16.0,14.7,93.0,1000.0,3.98920887149255,171.0,7686.559663124965
