DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-04-02 00:00:00,6.0,27004.0,237.0,18.5,27.0,763.0,9.1,103617.0,103617.0
2021-04-02 00:15:00,5.8,25894.0,238.0,18.1,27.0,763.0,9.0,99517.0,99517.0
2021-04-02 00:30:00,5.7,25049.0,238.0,17.8,28.0,763.0,8.0,79831.0,79831.0
2021-04-02 00:45:00,5.6,24205.0,239.0,17.5,29.0,763.0,7.1,57945.0,57945.0
2021-04-02 01:00:00,5.5,23360.0,239.0,17.2,30.0,763.0,7.5,68921.0,68921.0
2021-04-02 01:15:00,5.3,22166.0,241.0,16.9,30.0,763.0,7.555705534583998,72995.0,72995.0
2021-04-02 01:30:00,5.0,20623.0,242.0,16.6,31.0,763.0,7.364445006647489,68789.0,68789.0
2021-04-02 01:45:00,4.7,19080.0,245.0,16.3,32.0,763.0,7.3,67361.0,67361.0
2021-04-02 02:00:00,4.3,17537.0,247.0,16.0,33.0,763.0,7.2,67093.0,67093.0
2021-04-02 02:15:00,4.1,16346.0,247.0,15.8,33.0,763.0,7.5,71426.0,71426.0
2021-04-02 02:30:00,4.0,15508.0,247.0,15.7,33.0,763.0,7.9,77293.0,77293.0
2021-04-02 02:45:00,3.9,14669.0,247.0,15.6,34.0,762.0,7.412086841313503,71432.0,71432.0
2021-04-02 03:00:00,3.8,13831.0,247.0,15.5,34.0,762.0,7.480869114742888,74116.0,74116.0
2021-04-02 03:15:00,3.8,13377.0,245.0,15.3,34.0,762.0,7.6,72181.0,72181.0
2021-04-02 03:30:00,3.8,13306.0,242.0,15.0,35.0,762.0,7.8,75574.0,75574.0
2021-04-02 03:45:00,3.9,13236.0,240.0,14.8,35.0,762.0,8.2,86835.0,86835.0
2021-04-02 04:00:00,4.0,13165.0,237.0,14.5,36.0,762.0,8.9,99690.0,99690.0
2021-04-02 04:15:00,4.2,13230.0,237.0,14.3,37.0,762.0,8.5,91548.0,91548.0
2021-04-02 04:30:00,4.3,13431.0,237.0,14.1,38.0,762.0,7.9,79638.0,79638.0
2021-04-02 04:45:00,4.4,13631.0,237.0,14.0,39.0,762.0,8.0,79998.0,79998.0
2021-04-02 05:00:00,4.5,13832.0,238.0,13.8,40.0,762.0,7.7,77504.0,77504.0
2021-04-02 05:15:00,4.5,13974.0,238.0,13.6,41.0,762.0,7.9,80909.0,80909.0
2021-04-02 05:30:00,4.6,14058.0,238.0,13.4,42.0,762.0,8.005419033126975,84431.0,84431.0
2021-04-02 05:45:00,4.6,14141.0,240.0,13.3,43.0,763.0,8.134026886946844,86594.0,86594.0
2021-04-02 06:00:00,4.7,14225.0,241.0,13.1,44.0,763.0,8.2,87341.0,87341.0
2021-04-02 06:15:00,4.7,14258.0,241.0,13.0,44.0,763.0,8.354163119137818,90716.0,90716.0
2021-04-02 06:30:00,4.8,14241.0,241.0,12.9,45.0,763.0,8.260099475723097,89529.0,89529.0
2021-04-02 06:45:00,4.7,14223.0,242.0,12.8,45.0,763.0,9.3,103855.0,103855.0
2021-04-02 07:00:00,4.8,14206.0,243.0,12.7,46.0,763.0,10.3,115148.0,115148.0
2021-04-02 07:15:00,4.8,14102.0,243.0,13.0,45.0,763.0,10.7,123704.0,123704.0
2021-04-02 07:30:00,4.8,13912.0,243.0,13.7,43.0,763.0,10.6,121998.0,121998.0
2021-04-02 07:45:00,4.7,13721.0,243.0,14.4,42.0,764.0,10.4,117420.0,117420.0
2021-04-02 08:00:00,4.7,13531.0,243.0,15.1,40.0,764.0,9.933678374297076,118578.0,118578.0
2021-04-02 08:15:00,4.6,12851.0,243.0,15.8,38.0,764.0,9.945433126221047,118601.0,118601.0
2021-04-02 08:30:00,4.4,11682.0,243.0,16.6,36.0,764.0,9.8,113690.0,113690.0
2021-04-02 08:45:00,4.3,10513.0,242.0,17.4,35.0,765.0,9.963120610117166,116847.0,116847.0
2021-04-02 09:00:00,4.1,9344.0,242.0,18.2,33.0,765.0,9.724137144348003,118168.0,118168.0
2021-04-02 09:15:00,4.2,12602.0,242.0,19.0,31.0,765.0,9.9,115136.0,115136.0
2021-04-02 09:30:00,4.7,20288.0,241.0,19.7,29.0,765.0,9.7,111241.0,111241.0
2021-04-02 09:45:00,5.3,27973.0,241.0,20.5,28.0,765.0,9.2,105459.0,105459.0
2021-04-02 10:00:00,5.8,35659.0,240.0,21.2,26.0,765.0,10.474627283006523,126398.0,126398.0
2021-04-02 10:15:00,6.5,45902.0,241.0,21.9,25.0,765.0,10.399810238219496,126295.0,126295.0
2021-04-02 10:30:00,7.4,58702.0,243.0,22.4,24.0,765.0,11.4,128408.0,128408.0
2021-04-02 10:45:00,8.3,71503.0,244.0,22.9,23.0,765.0,11.6,129449.0,129449.0
2021-04-02 11:00:00,9.2,84303.0,246.0,23.4,22.0,765.0,12.5,131452.0,131452.0
2021-04-02 11:15:00,9.7,92562.0,246.0,23.8,21.0,765.0,12.1,131267.0,131267.0
2021-04-02 11:30:00,9.8,96280.0,246.0,24.1,21.0,765.0,12.2,134646.0,134646.0
2021-04-02 11:45:00,9.9,99997.0,246.0,24.4,20.0,765.0,11.6,127917.0,127917.0
2021-04-02 12:00:00,10.1,103715.0,246.0,24.7,20.0,765.0,11.9,130783.0,130783.0
2021-04-02 12:15:00,10.2,107176.0,246.0,25.1,19.0,765.0,11.2,124538.0,124538.0
2021-04-02 12:30:00,10.4,110380.0,247.0,25.6,18.0,765.0,12.2,132290.0,132290.0
2021-04-02 12:45:00,10.8,113584.0,247.0,26.1,17.0,764.0,11.4,127881.0,127881.0
2021-04-02 13:00:00,11.0,116788.0,248.0,26.6,16.0,764.0,11.5,127437.0,127437.0
2021-04-02 13:15:00,11.2,118893.0,248.0,27.0,15.0,764.0,10.354591078304711,121506.0,121506.0
2021-04-02 13:30:00,11.3,119899.0,248.0,27.1,15.0,764.0,10.08907371634885,121159.0,121159.0
2021-04-02 13:45:00,11.5,120905.0,249.0,27.2,14.0,763.0,12.2,125514.0,139278.2555836434
2021-04-02 14:00:00,11.6,121911.0,249.0,27.3,14.0,763.0,12.0,129230.0,129230.0
2021-04-02 14:15:00,11.6,122313.0,249.0,27.3,14.0,763.0,11.6,124001.0,124001.0
2021-04-02 14:30:00,11.6,122112.0,249.0,27.2,14.0,763.0,10.538128836075886,125551.0,125551.0
2021-04-02 14:45:00,11.5,121910.0,250.0,27.0,15.0,762.0,10.503904457388881,124870.0,124870.0
2021-04-02 15:00:00,11.4,121709.0,250.0,26.9,15.0,762.0,13.1,137605.0,137605.0
2021-04-02 15:15:00,11.3,120637.0,250.0,26.7,15.0,762.0,12.8,130534.0,130534.0
2021-04-02 15:30:00,11.1,118695.0,251.0,26.5,15.0,762.0,11.8,125581.0,125581.0
2021-04-02 15:45:00,10.9,116753.0,251.0,26.4,16.0,761.0,9.891259052136654,118495.0,118495.0
2021-04-02 16:00:00,10.8,114811.0,252.0,26.2,16.0,761.0,10.35,121500.0,121500.0
2021-04-02 16:15:00,10.6,112856.0,251.0,26.2,16.0,761.0,11.3,125911.0,125911.0
2021-04-02 16:30:00,10.4,110889.0,250.0,26.3,15.0,761.0,11.0,125002.0,125002.0
2021-04-02 16:45:00,10.3,108922.0,248.0,26.5,15.0,761.0,9.8,106557.0,106557.0
2021-04-02 17:00:00,10.2,106955.0,247.0,26.6,14.0,761.0,11.4,124059.0,124059.0
2021-04-02 17:15:00,10.0,103371.0,245.0,26.5,15.0,761.0,10.5,119481.0,119481.0
2021-04-02 17:30:00,9.7,98170.0,244.0,26.1,16.0,761.0,9.8,113008.0,113008.0
2021-04-02 17:45:00,9.5,92969.0,242.0,25.6,17.0,761.0,10.6,121915.0,121915.0
2021-04-02 18:00:00,9.2,87768.0,241.0,25.2,18.0,761.0,10.3,116557.0,116557.0
2021-04-02 18:15:00,8.7,80915.0,240.0,24.9,18.0,761.0,9.3,103599.0,103599.0
2021-04-02 18:30:00,8.3,72408.0,241.0,24.6,18.0,761.0,9.1,103073.0,103073.0
2021-04-02 18:45:00,7.9,63901.0,243.0,24.4,18.0,761.0,8.8,96172.0,96172.0
2021-04-02 19:00:00,7.5,55394.0,244.0,24.1,18.0,761.0,8.7,94733.0,94733.0
2021-04-02 19:15:00,7.2,49700.0,245.0,23.8,18.0,761.0,7.5,65859.0,65859.0
2021-04-02 19:30:00,7.1,46817.0,247.0,23.3,19.0,761.0,7.4,64729.0,64729.0
2021-04-02 19:45:00,7.0,43935.0,249.0,22.9,19.0,762.0,6.9,55485.0,55485.0
2021-04-02 20:00:00,6.9,41052.0,251.0,22.4,20.0,762.0,6.2,41984.0,41984.0
2021-04-02 20:15:00,6.9,39000.0,251.0,22.0,21.0,762.0,5.3,27351.0,27351.0
2021-04-02 20:30:00,6.9,37779.0,249.0,21.7,22.0,763.0,4.9,20421.0,20421.0
2021-04-02 20:45:00,6.9,36557.0,247.0,21.4,23.0,763.0,4.5,15861.0,15861.0
2021-04-02 21:00:00,6.9,35336.0,245.0,21.1,24.0,764.0,3.7,10330.0,10330.0
2021-04-02 21:15:00,6.9,34523.0,243.0,20.8,25.0,764.0,3.6,9322.0,9322.0
2021-04-02 21:30:00,6.9,34119.0,242.0,20.5,26.0,764.0,3.736238330445849,10122.0,10122.0
2021-04-02 21:45:00,6.8,33716.0,241.0,20.3,27.0,765.0,3.803622679663422,10337.0,10337.0
2021-04-02 22:00:00,6.8,33312.0,240.0,20.0,28.0,765.0,3.5,9085.0,9085.0
2021-04-02 22:15:00,6.8,33262.0,239.0,19.8,29.0,765.0,3.6,9565.0,9565.0
2021-04-02 22:30:00,6.7,33565.0,240.0,19.5,30.0,765.0,3.966627204202976,13004.0,13004.0
2021-04-02 22:45:00,6.8,33869.0,241.0,19.3,31.0,766.0,4.1469498310540835,12883.0,12883.0
2021-04-02 23:00:00,6.7,34172.0,242.0,19.0,32.0,766.0,4.3,15098.0,15098.0
2021-04-02 23:15:00,6.7,34517.0,242.0,18.8,32.0,766.0,4.6,19561.0,19561.0
2021-04-02 23:30:00,6.8,34903.0,242.0,18.6,33.0,766.0,5.056003518550847,23871.0,23871.0
2021-04-02 23:45:00,6.9,35289.0,242.0,18.3,34.0,766.0,5.069401795490003,23916.0,23916.0
2021-04-03 00:00:00,5.4,19937.0,216.0,18.1,27.0,766.0,4.5,17618.0,17618.0
2021-04-03 00:15:00,5.5,19759.0,217.0,17.8,28.0,766.0,4.7,20618.0,20618.0
2021-04-03 00:30:00,5.5,19708.0,219.0,17.6,29.0,766.0,5.2,27769.0,27769.0
2021-04-03 00:45:00,5.6,19657.0,220.0,17.3,31.0,766.0,5.4,29431.0,29431.0
2021-04-03 01:00:00,5.7,19606.0,222.0,17.1,32.0,766.0,5.6,34878.0,34878.0
2021-04-03 01:15:00,5.7,19251.0,224.0,16.9,34.0,766.0,5.3,31870.0,31870.0
2021-04-03 01:30:00,5.7,18592.0,225.0,16.7,37.0,766.0,5.2,30657.0,30657.0
2021-04-03 01:45:00,5.6,17933.0,226.0,16.4,39.0,766.0,5.5,33920.0,33920.0
2021-04-03 02:00:00,5.6,17274.0,227.0,16.2,42.0,766.0,5.6,35116.0,35116.0
2021-04-03 02:15:00,5.5,16500.0,229.0,16.0,44.0,766.0,6.0,40873.0,40873.0
2021-04-03 02:30:00,5.3,15609.0,230.0,15.8,45.0,766.0,5.8,38546.0,38546.0
2021-04-03 02:45:00,5.2,14719.0,232.0,15.6,47.0,765.0,5.6,35277.0,35277.0
2021-04-03 03:00:00,5.1,13828.0,234.0,15.4,48.0,765.0,5.4,30975.0,30975.0
2021-04-03 03:15:00,5.0,13024.0,236.0,15.2,50.0,765.0,5.1,27756.0,27756.0
2021-04-03 03:30:00,4.9,12307.0,238.0,15.1,51.0,765.0,5.518765539972253,30957.0,30957.0
2021-04-03 03:45:00,4.8,11590.0,240.0,14.9,52.0,765.0,5.470531327653613,31410.0,31410.0
2021-04-03 04:00:00,4.7,10873.0,242.0,14.8,53.0,765.0,5.589416379924635,31948.0,31948.0
2021-04-03 04:15:00,4.6,10228.0,243.0,14.6,53.0,765.0,5.9,37563.0,37563.0
2021-04-03 04:30:00,4.5,9655.0,243.0,14.5,54.0,765.0,5.8,37910.0,37910.0
2021-04-03 04:45:00,4.5,9083.0,243.0,14.3,55.0,765.0,5.6,33353.0,33353.0
2021-04-03 05:00:00,4.3,8510.0,244.0,14.2,56.0,765.0,5.4,32529.0,32529.0
2021-04-03 05:15:00,4.3,8016.0,244.0,14.0,56.0,765.0,5.3,31362.0,31362.0
2021-04-03 05:30:00,4.3,7599.0,244.0,13.8,57.0,765.0,5.7,34928.0,34928.0
2021-04-03 05:45:00,4.3,7183.0,242.0,13.7,58.0,766.0,6.1,40987.0,40987.0
2021-04-03 06:00:00,4.3,6766.0,242.0,13.5,59.0,766.0,6.441211253638643,47977.0,47977.0
