DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2020-10-01 00:00:00,6.0,12116.0,104.0,5.1,69.0,922.0,10.2,35622.0,35622.0
2020-10-01 00:15:00,6.1,12474.0,101.0,5.0,69.0,922.0,9.9,34385.0,34385.0
2020-10-01 00:30:00,6.3,12843.0,98.0,4.9,70.0,922.0,9.5,32043.0,32043.0
2020-10-01 00:45:00,6.3,13213.0,95.0,4.8,71.0,922.0,9.3,30260.0,30260.0
2020-10-01 01:00:00,6.5,13582.0,93.0,4.7,72.0,922.0,9.228935507310542,29583.0,29583.0
2020-10-01 01:15:00,6.7,14026.0,91.0,4.6,72.0,922.0,8.857185233578056,30187.0,30187.0
2020-10-01 01:30:00,6.8,14545.0,90.0,4.7,72.0,922.0,9.3,29898.0,29898.0
2020-10-01 01:45:00,6.9,15064.0,88.0,4.7,71.0,921.0,8.8,26576.0,26576.0
2020-10-01 02:00:00,7.0,15583.0,86.0,4.8,71.0,921.0,8.0,18939.0,18939.0
2020-10-01 02:15:00,7.2,16118.0,85.0,4.8,71.0,921.0,7.3,13410.0,13410.0
2020-10-01 02:30:00,7.3,16670.0,86.0,4.8,71.0,921.0,7.1,12027.0,12027.0
2020-10-01 02:45:00,7.4,17221.0,87.0,4.7,72.0,920.0,6.9,11110.0,11110.0
2020-10-01 03:00:00,7.5,17773.0,88.0,4.7,72.0,920.0,7.0,12758.0,12758.0
2020-10-01 03:15:00,7.5,18377.0,88.0,4.6,72.0,920.0,7.4,14756.0,14756.0
2020-10-01 03:30:00,7.6,19032.0,89.0,4.5,73.0,920.0,7.9,17758.0,17758.0
2020-10-01 03:45:00,7.6,19687.0,90.0,4.3,73.0,920.0,6.696899746296593,14230.0,14230.0
2020-10-01 04:00:00,7.7,20342.0,91.0,4.2,74.0,920.0,6.954314971259321,12967.0,12967.0
2020-10-01 04:15:00,7.7,21021.0,91.0,4.0,74.0,920.0,6.270662488992939,10418.0,10418.0
2020-10-01 04:30:00,7.8,21724.0,90.0,3.9,75.0,920.0,6.236062268002467,9561.0,9561.0
2020-10-01 04:45:00,7.9,22427.0,89.0,3.8,75.0,920.0,6.2,7807.0,7807.0
2020-10-01 05:00:00,8.0,23130.0,89.0,3.7,76.0,920.0,7.8,20094.0,20094.0
2020-10-01 05:15:00,8.0,23578.0,89.0,3.6,76.0,920.0,8.4,25261.0,25261.0
2020-10-01 05:30:00,8.1,23771.0,88.0,3.6,76.0,920.0,7.7,20204.0,20204.0
2020-10-01 05:45:00,8.1,23964.0,87.0,3.6,75.0,919.0,7.6,19242.0,19242.0
2020-10-01 06:00:00,8.2,24157.0,87.0,3.6,75.0,919.0,7.3,15011.0,15011.0
2020-10-01 06:15:00,8.2,24130.0,87.0,3.7,75.0,919.0,7.7,19071.0,19071.0
2020-10-01 06:30:00,8.2,23883.0,86.0,3.8,74.0,919.0,7.0,15004.0,15004.0
2020-10-01 06:45:00,8.2,23636.0,85.0,4.0,74.0,919.0,8.2,24065.0,24065.0
2020-10-01 07:00:00,8.2,23389.0,84.0,4.1,73.0,919.0,8.0,20376.0,20376.0
2020-10-01 07:15:00,8.2,23220.0,84.0,4.4,72.0,919.0,7.9,21295.0,21295.0
2020-10-01 07:30:00,8.3,23131.0,83.0,4.7,71.0,919.0,8.2,23497.0,23497.0
2020-10-01 07:45:00,8.4,23041.0,82.0,5.0,70.0,919.0,7.8,22399.0,22399.0
2020-10-01 08:00:00,8.4,22952.0,82.0,5.3,69.0,919.0,7.9,21316.0,21316.0
2020-10-01 08:15:00,8.4,22583.0,82.0,5.6,68.0,919.0,8.3,25239.0,25239.0
2020-10-01 08:30:00,8.3,21936.0,82.0,5.7,68.0,919.0,8.7,27967.0,27967.0
2020-10-01 08:45:00,8.2,21288.0,82.0,5.9,67.0,919.0,8.1,24052.0,24052.0
2020-10-01 09:00:00,8.1,20641.0,82.0,6.0,67.0,919.0,8.7,26491.0,26491.0
2020-10-01 09:15:00,8.1,20704.0,82.0,6.2,67.0,919.0,7.7,20944.0,20944.0
2020-10-01 09:30:00,8.2,21478.0,82.0,6.4,67.0,919.0,7.8,20778.0,20778.0
2020-10-01 09:45:00,8.2,22253.0,83.0,6.6,67.0,918.0,7.5,17296.0,17296.0
2020-10-01 10:00:00,8.3,23027.0,83.0,6.8,67.0,918.0,7.9,20278.0,20278.0
2020-10-01 10:15:00,8.5,24165.0,83.0,6.9,68.0,918.0,8.4,25574.0,25574.0
2020-10-01 10:30:00,8.8,25666.0,84.0,7.0,69.0,918.0,8.5,25555.0,25555.0
