DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-04-02 00:00:00,0.8,7167.0375,90.0,3.7,84.0,791.0,2.8,2923.0,1638.0
2021-04-02 00:15:00,0.6,7474.8375,59.0,3.7,84.0,791.0,2.4,1369.0,357.0
2021-04-02 00:30:00,0.7,7035.9375,34.0,3.6,84.0,791.0,3.028729049258069,2979.0,2125.0
2021-04-02 00:45:00,0.9,6597.75,18.0,3.6,84.0,791.0,3.3854493355326274,4684.0,3720.0
2021-04-02 01:00:00,1.2,6158.85,9.0,3.5,84.0,791.0,3.4,5281.0,3824.0
2021-04-02 01:15:00,1.6,6351.9375,7.0,3.5,84.0,791.0,3.5,6362.0,5082.0
2021-04-02 01:30:00,2.0,7176.3,9.0,3.5,84.0,791.0,3.6,6497.0,5834.0
2021-04-02 01:45:00,2.4,9068.225,12.0,3.4,84.0,791.0,3.8,8058.0,6633.0
2021-04-02 02:00:00,2.8,10002.5025,13.0,3.4,84.0,791.0,3.7,7374.0,5981.0
2021-04-02 02:15:00,3.1,10183.3825,13.0,3.4,84.0,791.0,3.4,6618.0,6075.0
2021-04-02 02:30:00,3.2,9609.25,13.0,3.3,85.0,791.0,3.9,8975.0,7678.0
2021-04-02 02:45:00,3.4,9035.1175,10.0,3.3,85.0,791.0,4.1,11199.0,9643.0
2021-04-02 03:00:00,3.5,7465.575,10.0,3.2,86.0,791.0,4.955101232527468,13708.0,12689.0
2021-04-02 03:15:00,3.6,6976.8,10.0,3.1,87.0,791.0,5.149040114187301,14958.0,13906.0
2021-04-02 03:30:00,3.6,6506.55,8.0,3.0,88.0,791.0,5.241768004346544,13947.0,12983.0
2021-04-02 03:45:00,3.7,6036.3,6.0,2.9,89.0,791.0,4.9,18701.0,16779.0
2021-04-02 04:00:00,3.8,5566.05,5.0,2.8,90.0,791.0,5.4,23767.0,22510.0
2021-04-02 04:15:00,3.8,5318.8125,5.0,2.7,90.0,791.0,5.7,31329.0,29175.0
2021-04-02 04:30:00,3.8,5294.5875,5.0,2.6,90.0,791.0,5.9,36361.0,32748.0
2021-04-02 04:45:00,3.8,5270.3625,6.0,2.6,91.0,791.0,6.0,37794.0,36494.0
2021-04-02 05:00:00,3.8,5246.1375,6.0,2.5,91.0,791.0,5.8,34756.0,26812.999818327542
2021-04-02 05:15:00,3.8,5228.325,6.0,2.5,91.0,791.0,5.7,33419.0,30866.0
2021-04-02 05:30:00,3.8,5216.925,6.0,2.5,91.0,791.0,5.4,27434.0,23875.0
2021-04-02 05:45:00,3.9,5205.525,7.0,2.4,91.0,791.0,6.170043200766927,28956.0,26943.0
2021-04-02 06:00:00,3.9,5194.125,7.0,2.4,91.0,791.0,6.141634531792853,31303.0,30239.0
2021-04-02 06:15:00,4.0,5500.5,7.0,2.4,91.0,791.0,5.6,30401.0,27802.0
2021-04-02 06:30:00,4.1,6123.9375,6.0,2.4,91.0,791.0,5.4,27459.0,21279.965629971513
2021-04-02 06:45:00,4.3,6747.375,5.0,2.3,92.0,792.0,5.9,30715.0,28606.0
2021-04-02 07:00:00,4.4,7370.8125,4.0,2.3,92.0,792.0,5.8,32861.0,31627.0
2021-04-02 07:15:00,4.5,8550.6175,3.0,2.4,92.0,792.0,5.5,29659.0,26035.0
2021-04-02 07:30:00,4.5,7267.5,1.0,2.5,91.0,792.0,5.6,33172.0,24101.10495203004
2021-04-02 07:45:00,4.5,6991.05,0.0,2.6,91.0,793.0,6.996277388201768,38727.0,39283.0
2021-04-02 08:00:00,4.5,6713.8875,0.0,2.7,90.0,793.0,7.0274314677153225,37111.0,35614.0
2021-04-02 08:15:00,4.5,6673.9875,359.0,2.8,90.0,793.0,5.9,31884.0,25482.0
2021-04-02 08:30:00,4.5,6871.35,359.0,2.9,90.0,793.0,5.2,21963.0,20138.0
2021-04-02 08:45:00,4.6,7068.0,0.0,2.9,90.0,793.0,5.7,22647.0,22440.0
2021-04-02 09:00:00,4.6,7265.3625,0.0,3.0,90.0,793.0,5.3,22539.0,24236.0
2021-04-02 09:15:00,4.7,8616.8325,0.0,3.1,89.0,793.0,5.5,25039.0,21636.0
2021-04-02 09:30:00,4.9,9159.4725,1.0,3.3,88.0,793.0,5.3,25980.0,23919.0
2021-04-02 09:45:00,5.2,9702.92,2.0,3.4,87.0,794.0,5.8,26642.0,25141.0
2021-04-02 10:00:00,5.4,10245.56,3.0,3.6,86.0,794.0,5.4,24905.0,23527.0
2021-04-02 10:15:00,5.5,11269.47,4.0,3.8,85.0,794.0,5.3,22778.0,21297.0
2021-04-02 10:30:00,5.6,14276.6475,7.0,3.9,84.0,794.0,5.2,21975.0,21322.0
2021-04-02 10:45:00,5.8,15958.005,9.0,4.1,83.0,794.0,5.0,21035.0,18621.0
2021-04-02 11:00:00,5.9,17639.3625,12.0,4.2,82.0,794.0,5.2,20140.0,20148.0
2021-04-02 11:15:00,6.0,18996.7225,15.0,4.4,80.0,794.0,5.5991993153178585,22932.0,19867.0
2021-04-02 11:30:00,6.2,21082.4,17.0,4.7,78.0,794.0,5.329700141563734,22003.0,21152.0
2021-04-02 11:45:00,6.3,22169.2,20.0,5.0,76.0,794.0,5.5,25601.0,24067.0
2021-04-02 12:00:00,6.5,23255.05,23.0,5.3,74.0,794.0,5.8,31742.0,30985.0
2021-04-02 12:15:00,6.6,24007.45,25.0,5.5,73.0,794.0,6.1,36106.0,35024.0
2021-04-02 12:30:00,6.7,24425.45,28.0,5.6,72.0,794.0,6.6,43582.0,41565.0
2021-04-02 12:45:00,6.7,24843.45,30.0,5.7,71.0,793.0,6.0,34753.0,29974.0
2021-04-02 13:00:00,6.7,25261.45,32.0,5.8,70.0,793.0,5.8,30813.0,25761.0
2021-04-02 13:15:00,6.7,25750.7,35.0,5.9,69.0,793.0,5.849619857102607,28833.0,26258.0
2021-04-02 13:30:00,6.8,26311.2,37.0,6.0,69.0,793.0,6.275867025117734,30963.0,28379.0
2021-04-02 13:45:00,6.8,26871.7,39.0,6.0,68.0,793.0,5.6,30077.0,23404.0
2021-04-02 14:00:00,6.9,27432.2,41.0,6.1,68.0,793.0,5.1,21749.0,19788.0
2021-04-02 14:15:00,6.9,27435.05,43.0,6.1,68.0,793.0,5.2,23968.0,20189.0
2021-04-02 14:30:00,6.8,26881.2,45.0,6.0,69.0,793.0,4.8,21023.0,14719.733773551714
2021-04-02 14:45:00,6.6,26326.4,46.0,6.0,69.0,792.0,6.5,45551.0,45490.0
